,adult,original_title,release_date,imdb_id,popularity
7413,False,Nostalghia,1983-05-01,tt0086022,4.235709
7414,False,La Peau douce,1964-05-05,tt0058458,2.137534
7415,False,Tinker Tailor Soldier Spy,1979-09-10,tt0080297,1.564586
7416,False,Winterschläfer,1997-10-30,tt0120522,1.781979
7417,False,The Driller Killer,1979-06-15,tt0079082,2.773173
7418,False,Perfectly normal,1991-02-15,tt0100347,0.083899
7419,False,蜘蛛巣城,1957-01-15,tt0050613,6.471043
7420,False,La Meglio Gioventú,2003-05-19,tt0346336,6.040001
7421,False,Guncrazy,1992-09-11,tt0104377,4.797893
7422,False,บางระจัน,2000-12-29,tt0284880,1.148337
7423,False,Treasure Island,1990-06-08,tt0100813,3.301143
7424,False,Αλέξης Ζορμπάς,1964-12-14,tt0057831,4.813635
7425,False,Undercurrent,1946-11-28,tt0039066,2.936232
7426,False,Bang Bang You're Dead,2002-06-07,tt0288439,3.273855
7427,False,My Side of the Mountain,1969-01-01,tt0064708,0.437809
7428,False,The Thin Blue Lie,2000-08-13,tt0223384,0.0826
7429,False,The Unsaid,2001-09-14,tt0258967,5.526635
7430,False,Twister,1989-06-01,tt0096321,0.720198
7431,False,Sniper,1993-01-29,tt0108171,9.337393
7432,False,No se lo digas a nadie,1998-07-16,tt0166287,0.802286
7433,False,Ghost in the Machine,1993-12-29,tt0107009,2.404331
7434,False,Zamani barayé masti asbha,2000-01-01,tt0259072,2.391796
7435,False,Genghis Blues,1999-07-19,tt0187859,0.692364
7436,False,To Hell and Back,1955-09-22,tt0048729,1.715253
7437,False,11'09''01 - September 11,2002-09-04,tt0328802,3.103918
7438,False,Bon Voyage Charlie Brown (and Don't Come Back!),1980-01-01,tt0080461,0.594899
7439,False,Internal Affairs,1990-01-12,tt0099850,5.439942
7440,False,The Parallax View,1974-06-14,tt0071970,4.43233
7441,False,The Warriors,1979-02-08,tt0080120,11.457298
7442,False,Mayerling,1968-01-01,tt0064645,0.783968
7443,False,Rukajärven tie,1999-01-22,tt0162625,0.999465
7444,False,Babylon 5: A Call to Arms,1999-01-03,tt0146455,8.389329
7445,False,Babylon 5: The River of Souls,1998-11-08,tt0146247,2.203009
7446,False,Babylon 5: Thirdspace,1998-07-19,tt0121804,5.579911
7447,False,FM,1978-04-20,tt0077532,0.266786
7448,False,Waterloo,1970-10-26,tt0066549,3.240624
7449,False,True Stories,1986-10-10,tt0092117,3.09897
7450,False,North Beach,2000-06-07,tt0226225,0.210088
7451,False,Zardoz,1974-02-06,tt0070948,10.698934
7452,False,School for Scoundrels,1960-03-24,tt0054279,1.332883
7453,False,Jungfrukällan,1960-02-08,tt0053976,10.353794
7454,False,Ice Cold in Alex,1958-06-24,tt0053935,2.750367
7455,False,Mogambo,1953-10-09,tt0046085,2.994187
7456,False,Demon Lover Diary,1980-01-04,tt0206681,0.001393
7457,False,Segunda piel,1999-12-13,tt0232611,0.831471
7458,False,Victory,1996-12-13,tt0114846,1.064921
7459,False,The Secret Life of Walter Mitty,1947-09-01,tt0039808,3.039934
7460,False,Cypher,2002-10-01,tt0284978,7.348974
7461,False,The Rack,1956-11-02,tt0049652,1.088216
7462,False,Another Thin Man,1939-01-01,tt0031047,1.881187
7463,False,The Thin Man Goes Home,1945-01-25,tt0037365,5.650608
7464,False,Shadow of the Thin Man,1941-11-21,tt0034172,2.671234
7465,False,After the Thin Man,1936-12-25,tt0027260,7.201727
7466,False,Song of the Thin Man,1947-08-28,tt0039853,1.148166
7467,False,Woodstock,1970-03-26,tt0066580,3.624542
7468,False,36 Fillette,1988-03-03,tt0094596,3.200299
7469,False,The Internecine Project,1974-07-24,tt0071663,1.672384
7470,False,Love Crazy,1941-05-23,tt0033852,1.175665
7471,False,Gunga Din,1939-01-24,tt0031398,7.425486
7472,False,Frank Herbert's Children of Dune,2003-03-25,tt0287839,3.636791
7473,False,Frank Herbert's Dune,2000-12-03,tt0142032,14.612842
7474,False,Lammbock,2001-08-23,tt0258760,9.634205
7475,False,The Legend Fong Sai Yuk,1993-03-04,tt0106936,3.782615
7476,False,Tremors 2: Aftershocks,1996-04-09,tt0114720,9.877868
7477,False,Tremors 3: Back to Perfection,2001-10-02,tt0259685,10.191148
7478,False,The Peanut Butter Solution,1985-12-05,tt0089789,0.797308
7479,False,Hallelujah I'm a Bum,1933-02-03,tt0024083,0.511273
7480,False,Getting It Right,1989-05-05,tt0097424,0.112213
7481,False,Straight to Hell,1986-01-01,tt0094048,1.044389
7482,False,Margaret Cho: Notorious C.H.O.,2002-06-29,tt0300274,0.104037
7483,False,Vendredi Soir,2002-09-11,tt0295743,0.326438
7484,False,White Zombie,1932-08-04,tt0023694,2.692891
7485,False,The Plague of the Zombies,1966-01-12,tt0060841,4.63932
7486,False,I Walked with a Zombie,1943-04-21,tt0036027,3.511113
7487,False,Highway 61,1991-09-05,tt0102035,1.078271
7488,False,The Vampire Lovers,1970-10-04,tt0066518,3.448018
7489,False,Countess Dracula,1971-01-31,tt0065580,1.979907
7490,False,The Cheerleaders,1973-03-01,tt0068364,0.457852
7491,False,How to Succeed in Business Without Really Trying,1967-01-01,tt0061791,3.014635
7492,False,Pat Garrett & Billy the Kid,1973-05-23,tt0070518,5.781236
7493,False,The Left Handed Gun,1958-05-07,tt0051849,1.866255
7494,False,The Last Man on Earth,1964-03-08,tt0058700,4.471808
7495,False,Gekitotsu! Satsujin ken,1974-02-02,tt0073756,0.834969
7496,False,Satsujin ken 2,1974-04-27,tt0073623,0.905518
7497,False,Giù la testa,1971-10-20,tt0067140,9.611094
7498,False,Bring Me the Head of Alfredo Garcia,1974-08-14,tt0071249,4.139461
7499,False,Ride the High Country,1962-06-20,tt0056412,3.102999
7500,False,The Ballad of Cable Hogue,1970-05-13,tt0065446,2.537955
7501,False,Junior Bonner,1972-08-02,tt0068786,1.464329
7502,False,獨臂拳王大破血滴子,1976-04-24,tt0072913,1.863293
7503,False,Frankenstein Must Be Destroyed,1969-05-22,tt0065738,2.049849
7504,False,The Haunted Palace,1963-08-27,tt0057128,10.576153
7505,False,Finder's Fee,2001-01-01,tt0192023,6.693644
7506,False,La frusta e il corpo,1963-08-29,tt0057078,2.227007
7507,False,Berlin: Die Sinfonie der Grosstadt,1927-09-23,tt0017668,0.692745
7508,False,エスエフサムライ・フィクション,1998-10-27,tt0170544,3.121214
7509,False,Gidget,1959-04-09,tt0052847,0.802364
7510,False,Wild in the Streets,1968-05-29,tt0063808,2.619751
7511,False,The Indian Runner,1991-05-19,tt0102116,7.218957
7512,False,酔いどれ天使,1948-04-27,tt0040979,3.12255
7513,False,Desperate Living,1977-05-27,tt0075936,1.335691
7514,False,The Devil's Rain,1975-07-01,tt0072869,1.750414
7515,False,The Valachi Papers,1972-06-01,tt0068341,1.725038
7516,False,Rolling Thunder,1977-10-14,tt0076637,4.721308
7517,False,野良犬,1949-10-17,tt0041699,2.787661
7518,False,隠し砦の三悪人,1958-12-28,tt0051808,5.624255
7519,False,天国と地獄,1963-03-01,tt0057565,8.815184
7520,False,Efter repetitionen,1984-04-09,tt0087193,2.281167
7521,False,The People Under the Stairs,1991-11-01,tt0105121,12.709349
7522,False,My New Gun,1992-10-26,tt0104954,0.178585
7523,False,Dark Days,2000-08-30,tt0235327,0.689963
7524,False,A Night in Casablanca,1946-05-10,tt0038777,2.329204
7525,False,Zelig,1983-07-15,tt0086637,5.94179
7526,False,Ansikte mot Ansikte,1976-04-05,tt0074147,1.814674
7527,False,Skammen,1968-09-29,tt0063611,5.305396
7528,False,Tystnaden,1963-09-23,tt0057611,3.822314
7529,False,Nattvardsgästerna,1963-02-11,tt0057358,4.338439
7530,False,Såsom i en spegel,1961-10-16,tt0055499,4.955553
7531,False,Ansiktet,1958-12-26,tt0051365,7.606709
7532,False,Sommarnattens leende,1955-12-26,tt0048641,4.354106
7533,False,Sommaren med Monika,1953-02-09,tt0046345,3.180818
7534,False,The Killers,1946-08-28,tt0038669,4.297965
7535,False,The Night of the Iguana,1964-08-06,tt0058404,2.560454
7536,False,Freud: The Secret Passion,1962-12-12,tt0055998,1.114302
7537,False,Reflections in a Golden Eye,1967-10-10,tt0062185,3.13517
7538,False,Under the Volcano,1984-06-12,tt0088322,1.55558
7539,False,Wise Blood,1979-10-01,tt0080140,1.323923
7540,False,The Yakuza,1974-12-21,tt0073918,3.037477
7541,False,A Better Place,1997-09-01,tt0118705,0.33244
7542,False,Nightbreed,1990-02-16,tt0100260,6.372135
7543,False,Schock,1977-08-12,tt0075651,0.992774
7544,False,Cani arrabbiati,1974-01-01,tt0071275,1.709155
7545,False,Gli orrori del castello di Norimberga,1972-02-25,tt0069048,1.017532
7546,False,Bloody Mama,1970-03-24,tt0065481,4.257796
7547,False,The Trip,1967-08-23,tt0062395,1.338485
7548,False,Ken Park,2002-08-31,tt0209077,12.630419
7549,False,Monterey Pop,1968-12-26,tt0064689,8.003836
7550,False,A Bridge Too Far,1977-06-15,tt0075784,7.719173
7551,False,無間道,2002-12-12,tt0338564,10.363082
7552,False,장화 홍련,2003-06-13,tt0365376,6.247028
7553,False,Broadway Danny Rose,1984-01-27,tt0087003,5.892277
7554,False,From Beyond,1986-06-05,tt0091083,7.522655
7555,False,The Wonderful Ice Cream Suit,1998-01-23,tt0129634,0.086764
7556,False,Robot Jox,1989-10-01,tt0102800,3.312779
7557,False,Dolls,1987-03-01,tt0092906,4.545885
7558,False,Space Truckers,1996-03-01,tt0120199,3.596317
7559,False,Not of This Earth,1988-05-20,tt0095756,1.569865
7560,False,Rock 'n' Roll High School,1979-08-24,tt0079813,3.019609
7561,False,Death Race 2000,1975-04-27,tt0072856,6.064898
7562,False,Cockfighter,1974-08-01,tt0071338,1.044611
7563,False,A Bucket of Blood,1959-10-21,tt0052655,2.728651
7564,False,Premature Burial,1962-03-07,tt0056368,9.555852
7565,False,The Wild Angels,1966-07-20,tt0061189,5.808639
7566,False,Bedlam,1946-05-10,tt0038343,1.856537
7567,False,Terrore nello spazio,1965-09-15,tt0059792,2.512247
7568,False,Pure Country,1992-10-23,tt0105191,2.803846
7569,False,Brigadoon,1954-09-08,tt0046807,12.645217
7570,False,Marjorie Morningstar,1958-04-24,tt0051911,0.728406
7571,False,The Power of One,1992-09-17,tt0105159,14.14735
7572,False,The Weather Underground,2002-01-01,tt0343168,1.464497
7573,False,菊次郎の夏,1999-06-05,tt0199683,4.75173
7574,False,I'm with Lucy,2002-09-04,tt0282593,7.270805
7575,False,봄 여름 가을 겨울 그리고 봄,2003-09-19,tt0374546,8.157887
7576,False,The Phantom Tollbooth,1970-11-07,tt0064806,1.567121
7577,False,The Getaway,1972-12-13,tt0068638,10.037593
7578,False,10 Rillington Place,1971-02-10,tt0066730,2.99988
7579,False,仄暗い水の底から,2002-01-19,tt0308379,8.82953
7580,False,The Thing Called Love,1993-07-16,tt0108327,2.923094
7581,False,Вор,1997-08-31,tt0124207,1.212375
7582,False,How to Steal a Million,1966-07-13,tt0060522,12.389626
7583,False,La sindrome di Stendhal,1996-01-26,tt0117658,3.326404
7584,False,弾丸ランナー,1996-11-09,tt0116015,0.451158
7585,False,Manslaughter,1922-09-24,tt0013372,1.625211
7586,False,Support Your Local Sheriff,1969-03-26,tt0065051,2.167511
7587,False,Brain Donors,1992-04-17,tt0103872,5.141952
7588,False,Passed Away,1992-04-24,tt0105103,0.232637
7589,False,Mean Streets,1973-10-02,tt0070379,8.212399
7590,False,Jack the Bear,1993-04-02,tt0107247,5.063771
7591,False,I Am a Fugitive from a Chain Gang,1932-11-19,tt0023042,8.741855
7592,False,Hamburger Hill,1987-08-23,tt0093137,12.373613
7593,False,The Last Broadcast,1998-10-23,tt0122143,1.399495
7594,False,Harper,1966-02-23,tt0060490,8.55931
7595,False,Sweet Bird of Youth,1962-08-31,tt0056541,2.444359
7596,False,Dahmer,2002-06-21,tt0285728,3.66229
7597,False,Paradise,1991-09-18,tt0102631,7.176726
7598,False,Cybèle ou les dimanches de ville d'Avray,1962-11-12,tt0055910,0.833509
7599,False,Comes a Horseman,1978-10-25,tt0077360,2.516575
7600,False,Halbe Treppe,2002-02-12,tt0304126,0.637825
7601,False,Frankenstein Unbound,1990-11-02,tt0099612,2.079742
7602,False,쉬리,1999-02-13,tt0192657,7.036727
7603,False,Bad Day at Black Rock,1955-01-07,tt0047849,7.441117
7604,False,La Cucaracha,1998-05-14,tt0157913,0.995424
7605,False,I Kina spiser de hunde,1999-09-10,tt0180748,5.06264
7606,False,Delta Force 2: The Colombian Connection,1990-08-24,tt0099399,7.007739
7607,False,Crossroads,1986-03-14,tt0090888,10.852948
7608,False,29th Street,1991-11-01,tt0101252,1.04741
7609,False,La grande séduction,2003-05-20,tt0366532,1.847074
7610,False,City Limits,1984-01-01,tt0088925,0.441135
7611,False,Sammy and Rosie Get Laid,1987-10-30,tt0093913,1.009328
7612,False,Leaving Normal,1992-04-29,tt0104697,0.945706
7613,False,Sunrise: A Song of Two Humans,1927-09-23,tt0018455,4.249695
7614,False,Shock Corridor,1963-09-11,tt0057495,9.52088
7615,False,The First $20 Million Is Always the Hardest,2002-06-28,tt0280674,6.725887
7616,False,Au Revoir les Enfants,1987-10-06,tt0092593,8.052387
7617,False,Sex: The Annabel Chong Story,1999-02-11,tt0181810,0.119021
7618,False,The Girl Next Door,1999-06-16,tt0189553,1.061409
7619,False,Pursuit of Happiness,2001-01-17,tt0243508,0.001283
7620,False,Gladiator 1992,1992-03-06,tt0104346,2.660772
7621,False,Arven,2003-02-21,tt0328844,1.599982
7622,False,원더풀 데이즈,2003-07-17,tt0353014,3.726483
7623,False,Indestructible Man,1956-03-24,tt0049363,3.692449
7624,False,The Wasp Woman,1959-11-02,tt0054462,1.78919
7625,False,Attack of the Giant Leeches,1959-10-01,tt0053611,1.386687
7626,False,Deranged,1974-02-02,tt0071408,2.400628
7627,False,The Cruel Sea,1953-02-24,tt0045659,3.629762
7628,False,Sodom and Gomorrah,1962-01-01,tt0056504,0.639894
7629,False,DEAD OR ALIVE 犯罪者,1999-11-27,tt0221111,0.740949
7630,False,Lola Montès,1955-12-23,tt0048308,1.971887
7631,False,Charly,1968-09-23,tt0062794,2.526159
7632,False,Twice Upon a Time,1983-08-05,tt0086489,0.572516
7633,False,Atlantis the Lost Continent,1961-05-03,tt0054642,1.542929
7634,False,Lust for Life,1956-09-15,tt0049456,4.478691
7635,False,La dolce vita,1960-02-05,tt0053779,11.063822
7636,False,人狼,1999-11-17,tt0193253,5.993402
7637,False,Rush,1991-12-22,tt0102820,10.584954
7638,False,Captain Blood,1935-12-19,tt0026174,4.738446
7639,False,De Lift,1983-05-11,tt0087622,1.583504
7640,False,*batteries not included,1987-12-18,tt0092494,11.492174
7641,False,Educating Rita,1983-09-21,tt0085478,2.172275
7642,False,On Moonlight Bay,1951-07-26,tt0043880,0.435193
7643,False,山椒大夫,1954-03-31,tt0047445,5.104286
7644,False,Zazie dans le métro,1960-10-28,tt0054494,3.297004
7645,False,The Americanization of Emily,1964-10-27,tt0057840,1.537428
7646,False,Anne of the Thousand Days,1969-12-18,tt0064030,3.163027
7647,False,Baby Doll,1956-12-18,tt0048973,1.581449
7648,False,L'avventura,1960-05-15,tt0053619,9.595757
7649,False,Beyond the Valley of the Dolls,1970-07-17,tt0065466,3.129943
7650,False,Hiroshima mon amour,1959-06-10,tt0052893,6.953676
7651,False,Die 1000 Augen des Dr. Mabuse,1960-09-13,tt0054371,1.685889
7652,False,雨月物語,1953-03-26,tt0046478,5.525119
7653,False,At Play in the Fields of the Lord,1991-12-06,tt0101373,2.151436
7654,False,Le Carrosse d'or,1952-12-05,tt0044487,0.687293
7655,False,La guerre est finie,1966-05-10,tt0060481,0.661107
7656,False,Mystery of the Wax Museum,1933-02-18,tt0024368,2.356071
7657,False,The Day of the Jackal,1973-05-15,tt0069947,6.320225
7658,False,The Razor's Edge,1946-11-19,tt0038873,4.420637
7659,False,The Walking Dead,1936-03-14,tt0028478,1.057723
7660,False,War of the Buttons,1994-09-29,tt0111666,2.166408
7661,False,The Other,1972-05-23,tt0069050,1.764306
7662,False,Als Je Begrijpt Wat Ik Bedoel,1983-02-03,tt0188404,0.559828
7663,False,Night of the Living Dead,1990-10-18,tt0100258,10.644165
7664,False,Drums Along the Mohawk,1939-11-03,tt0031252,7.179812
7665,False,The Maltese Falcon,1931-06-13,tt0022111,1.706761
7666,False,I Love You Again,1940-08-09,tt0032617,1.46809
7667,False,Safety Last!,1923-04-01,tt0014429,4.394823
7668,False,While the City Sleeps,1956-05-30,tt0049949,5.249028
7669,False,The Way Ahead,1944-06-09,tt0037449,2.97028
7670,False,Little Murders,1971-02-09,tt0067350,1.612885
7671,False,Viridiana,1961-05-17,tt0055601,5.407513
7672,False,Totally Fucked Up,1993-01-12,tt0108366,1.520025
7673,False,Masterminds,1997-08-22,tt0119630,6.963206
7674,False,You're a Big Boy Now,1966-09-09,tt0061209,2.134702
7675,False,Rupan sansei: Kariosutoro no shiro,1979-12-15,tt0079833,7.932795
7676,False,Arizona Dream,1993-01-06,tt0106307,5.465995
7677,False,Kaosu,2000-06-30,tt0295362,1.095095
7678,False,Queen Christina,1933-12-26,tt0024481,2.886254
7679,False,Battleground,1949-11-09,tt0041163,2.746799
7680,False,Citizen Toxie: The Toxic Avenger IV,2001-11-01,tt0212879,4.693487
7681,False,Hooper,1978-07-28,tt0077696,2.991742
7682,False,Gadjo Dilo,1997-08-10,tt0122082,1.481076
7683,False,3 Women,1977-04-03,tt0075612,3.18357
7684,False,The Green Pastures,1936-08-01,tt0027700,0.113381
7685,False,Take Me Out to the Ball Game,1949-03-09,tt0041944,1.795678
7686,False,Grey Gardens,1975-09-27,tt0073076,3.019245
7687,False,Frogs,1972-03-10,tt0068615,7.706248
7688,False,Purple Rain,1984-07-27,tt0087957,9.190328
7689,False,Lebenszeichen,1968-07-05,tt0063218,1.245559
7690,False,Point of No Return,1993-03-19,tt0107843,11.113039
7691,False,Short Time,1990-05-04,tt0100604,1.302083
7692,False,Le mari de la coiffeuse,1990-10-03,tt0100112,4.050762
7693,False,Cromwell,1970-09-16,tt0065593,2.766155
7694,False,Jamón jamón,1992-09-03,tt0104545,4.117851
7695,False,College,1927-09-10,tt0017765,0.959282
7696,False,Mitchell,1975-09-10,tt0073396,1.588835
7697,False,Ten Little Indians,1965-09-09,tt0061075,2.922684
7698,False,白痴,1951-05-23,tt0043614,2.147226
7699,False,Used People,1992-12-16,tt0105706,1.345197
7700,False,The Swan,1956-04-26,tt0049815,0.36218
7701,False,The Most Dangerous Game,1932-09-16,tt0023238,3.295206
7702,False,The Front Page,1931-04-04,tt0021890,0.798285
7703,False,ドールズ,2002-09-05,tt0330229,4.416932
7704,False,Three Came Home,1950-02-20,tt0043041,0.122293
7705,False,Our Man in Havana,1959-12-30,tt0054152,6.603651
7706,False,The Man Who Came to Dinner,1942-01-24,tt0033874,1.097462
7707,False,Sunday Bloody Sunday,1971-07-01,tt0067805,2.454107
7708,False,The Cowboys,1972-01-13,tt0068421,3.189566
7709,False,Make Way for Tomorrow,1937-05-09,tt0029192,2.890527
7710,False,The Major and the Minor,1942-09-16,tt0035019,1.283194
7711,False,The Caine Mutiny,1954-06-24,tt0046816,8.999948
7712,False,Black Narcissus,1947-01-01,tt0039192,8.657125
7713,False,H.M.S. Defiant,1962-04-15,tt0055884,0.525019
7714,False,Escape from Alcatraz,1979-06-22,tt0079116,11.837667
7715,False,Oliver Twist,1948-06-28,tt0040662,6.061655
7716,False,Skokie,1981-11-17,tt0083090,1.322607
7717,False,Shrek 2,2004-05-19,tt0298148,16.22986
7718,False,The Day After Tomorrow,2004-05-26,tt0319262,15.049695
7719,False,Raising Helen,2004-05-27,tt0350028,12.448933
7720,False,Soul Plane,2004-05-28,tt0367085,8.604389
7721,False,How to Get the Man’s Foot Outta Your Ass,2004-01-20,tt0367790,4.081547
7722,False,The Mother,2003-01-01,tt0323298,3.551063
7723,False,Saved!,2004-01-21,tt0332375,5.084509
7724,False,Le temps du loup,2003-08-28,tt0324197,2.379551
7725,False,Harry Potter and the Prisoner of Azkaban,2004-05-31,tt0304141,28.460276
7726,False,Mindhunters,2004-05-07,tt0297284,7.600017
7727,False,座頭市,2003-09-06,tt0363226,6.428263
7728,False,The Chronicles of Riddick,2004-06-11,tt0296572,5.060352
7729,False,Garfield,2004-06-10,tt0356634,10.003679
7730,False,The Stepford Wives,2004-06-10,tt0327162,10.81552
7731,False,アカルイミライ,2003-01-18,tt0363235,1.685394
7732,False,The Hunting of the President,2004-06-20,tt0391225,0.842853
7733,False,Napoleon Dynamite,2004-06-11,tt0374900,10.287419
7734,False,City of Joy,1992-04-15,tt0103976,1.408176
7735,False,The Doctor,1991-07-24,tt0101746,8.337242
7736,False,The Dresser,1983-12-06,tt0085461,1.182646
7737,False,Father Hood,1993-08-27,tt0106877,2.011108
7738,False,For Me and My Gal,1942-10-21,tt0034746,6.165341
7739,False,Hello Again,1987-11-06,tt0093175,1.078703
7740,False,Hope Springs,2003-05-09,tt0314431,10.284616
7741,False,Love Finds Andy Hardy,1938-07-22,tt0030386,0.899034
7742,False,Lover Come Back,1961-11-20,tt0055100,5.076113
7743,False,Police Academy: Mission to Moscow,1994-06-09,tt0110857,6.168241
7744,False,Ring of Bright Water,1969-06-18,tt0064893,0.508126
7745,False,Big Wednesday,1978-05-26,tt0077235,11.589692
7746,False,Fool for Love,1985-12-06,tt0089160,0.830943
7747,False,Give My Regards to Broad Street,1984-11-28,tt0087337,1.134476
7748,False,The Hi-Line,2000-05-05,tt0146879,0.211159
7749,False,The Last of Sheila,1973-06-14,tt0070291,1.569849
7750,False,The Playboys,1992-04-22,tt0105150,1.044831
7751,False,Star!,1968-07-18,tt0063642,0.585397
7752,False,We're Not Married!,1952-07-11,tt0045317,1.241513
7753,False,Wish You Were Here,1987-07-24,tt0094331,0.290331
7754,False,The Adventures of Sherlock Holmes,1939-09-01,tt0031022,2.561651
7755,False,Book of Love,1990-08-03,tt0099166,0.603549
7756,False,Helen of Troy,1956-01-26,tt0049301,5.489068
7757,False,The Hound of the Baskervilles,1939-03-31,tt0031448,2.722222
7758,False,Vargtimmen,1968-01-01,tt0063759,4.665202
7759,False,The Molly Maguires,1970-01-27,tt0066090,2.27258
7760,False,Suddenly,1954-10-07,tt0047542,1.859033
7761,False,Urban Ghost Story,1998-07-13,tt0120423,0.085069
7762,False,Possessed,1947-07-26,tt0039725,3.122447
7763,False,Muertos de risa,1999-03-12,tt0168080,0.396431
7764,False,Kings Row,1942-04-18,tt0034946,0.877933
7765,False,The Kid Brother,1927-01-17,tt0018051,1.13281
7766,False,The Divorcee,1930-04-19,tt0020827,0.648708
7767,False,Meet the Applegates,1991-02-01,tt0100129,0.399156
7768,False,Robotto kânibaru,1987-07-21,tt0093871,1.193577
7769,False,Americathon,1979-08-10,tt0078766,0.942425
7770,False,The Chipmunk Adventure,1987-05-22,tt0092752,3.624446
7771,False,Sands of Iwo Jima,1949-12-14,tt0041841,2.828371
7772,False,This Island Earth,1955-06-01,tt0047577,3.187177
7773,False,Les compères,1983-11-23,tt0085354,4.727034
7774,False,Anthony Adverse,1936-08-29,tt0027300,0.332132
7775,False,Blackboard Jungle,1955-03-25,tt0047885,4.582859
7776,False,Moment by Moment,1978-12-22,tt0077942,0.292719
7777,False,It Had to Be You,2000-01-01,tt0139388,0.608227
7778,False,Лунный папа,1999-09-08,tt0170259,1.257822
7779,False,The Long Way Home,1997-09-19,tt0119561,0.426526
7780,False,Indagine su un cittadino al di sopra di ogni sospetto,1970-02-09,tt0065889,4.772045
7781,False,True Love,1989-09-15,tt0098528,1.082105
7782,False,To Each His Own,1946-03-12,tt0039040,0.956142
7783,False,The Heiress,1949-10-06,tt0041452,4.72533
7784,False,State Fair,1945-08-29,tt0038116,1.81628
7785,False,Dragon Seed,1944-07-20,tt0036777,0.602598
7786,False,Executive Suite,1954-05-06,tt0046963,2.171544
7787,False,Johnny Belinda,1948-09-14,tt0040495,5.361702
7788,False,Super Size Me,2004-01-17,tt0390521,5.266103
7789,False,Johnny Eager,1941-12-09,tt0033774,1.671505
7790,False,None But the Lonely Heart,1944-10-17,tt0037135,1.038789
7791,False,La Jetée,1962-02-16,tt0056119,7.282665
7792,False,Distant Voices Still Lives,1988-09-29,tt0095037,1.402994
7793,False,The King of Kings,1927-01-01,tt0018054,1.487999
7794,False,Northwest Passage,1940-02-23,tt0032851,1.028599
7795,False,The Picture of Dorian Gray,1945-03-01,tt0037988,9.080158
7796,False,The Born Losers,1967-08-18,tt0061420,1.345165
7797,False,人間の條件　第１部純愛篇／第２部激怒篇,1959-01-15,tt0053114,2.756995
7798,False,Samsara,2001-01-01,tt0196069,0.976452
7799,False,Bachelor Mother,1939-06-30,tt0031067,0.90772
7800,False,Please Don't Eat the Daisies,1960-03-31,tt0054188,1.014931
7801,False,Siddhartha,1972-08-01,tt0070689,0.366362
7802,False,White Heat,1949-09-02,tt0042041,11.300976
7803,False,Scrooge,1951-10-31,tt0044008,13.294639
7804,False,Memphis Belle,1990-09-07,tt0100133,8.854911
7805,False,The Cincinnati Kid,1965-10-15,tt0059037,3.670599
7806,False,Animal Factory,2000-08-01,tt0204137,6.432071
7807,False,The Panic in Needle Park,1971-07-13,tt0067549,8.802676
7808,False,Pretty Baby,1978-04-05,tt0078111,5.793494
7809,False,ゴジラ対メカゴジラ,1974-03-20,tt0071565,1.931568
7810,False,The Hitcher,1986-02-21,tt0091209,5.648114
7811,False,Show Boat,1951-07-13,tt0044030,2.01799
7812,False,Ivanhoe,1952-01-01,tt0044760,5.956582
7813,False,Box of Moonlight,1996-08-29,tt0115738,6.254986
7814,False,うなぎ,1997-05-12,tt0120408,1.094509
7815,False,Fear X,2003-01-13,tt0289944,2.059918
7816,False,Freaks,1932-02-20,tt0022913,9.074348
7817,False,The Immigrant,1917-06-17,tt0008133,3.933922
7818,False,Silent Movie,1976-06-17,tt0075222,8.636492
7819,False,A Matter of Life and Death,1946-08-22,tt0038733,6.486938
7820,False,Anna Christie,1930-02-21,tt0020641,0.843203
7821,False,It Lives By Night,1974-01-15,tt0071198,0.35394
7822,False,Deep Cover,1992-04-15,tt0104073,3.573392
7823,False,Dr. Jekyll and Mr. Hyde,1931-12-31,tt0022835,4.749049
7824,False,My Little Chickadee,1940-02-09,tt0032828,0.732382
7825,False,The High and the Mighty,1954-07-03,tt0047086,2.955607
7826,False,The Ugly Dachshund,1966-02-16,tt0061135,2.159291
7827,False,Around the World in 80 Days,2004-06-16,tt0327437,7.825072
7828,False,I'll Sleep When I'm Dead,2003-05-14,tt0319531,2.787144
7829,False,DodgeBall: A True Underdog Story,2004-06-18,tt0364725,11.967379
7830,False,The Terminal,2004-06-17,tt0362227,14.092373
7831,False,Dear Frankie,2004-05-18,tt0377752,3.571208
7832,False,White Chicks,2004-06-23,tt0381707,7.723341
7833,False,The Door in the Floor,2004-07-18,tt0348593,3.495966
7834,False,The Notebook,2004-06-25,tt0332280,15.239013
7835,False,Deux frères,2004-04-07,tt0338512,5.300303
7836,False,De-Lovely,2004-07-02,tt0352277,3.748162
7837,False,The Intended,2002-06-06,tt0331525,0.11524
7838,False,Kaena: La prophétie,2003-01-02,tt0297753,1.369728
7839,False,Back to Bataan,1945-05-30,tt0037522,2.68989
7840,False,Bloodhounds of Broadway,1989-11-03,tt0096953,0.641979
7841,False,A Day at the Races,1937-06-11,tt0028772,4.815005
7842,False,Flying Leathernecks,1951-08-28,tt0043547,0.807745
7843,False,Now You See Him Now You Don't,1972-07-12,tt0069031,1.215839
7844,False,Plain Dirty,2003-01-20,tt0220343,0.125076
7845,False,Bob & Carol & Ted & Alice,1969-09-17,tt0064100,1.81433
7846,False,The Littlest Rebel,1935-11-22,tt0026641,0.672074
7847,False,Reconstruction,2003-05-17,tt0366943,2.19353
